metric_type,date,channel,value,is_outlier
spend,2023-03-27,email,580.69,False
spend,2023-03-27,display,1785.2,False
spend,2023-03-27,paid_social,3041.42,False
spend,2023-03-28,paid_search,3807.17,False
spend,2023-03-28,affiliate,1254.09,False
spend,2023-03-28,tv,2278.99,False
spend,2023-03-28,email,579.36,False
spend,2023-03-28,display,1685.19,False
spend,2023-03-28,paid_social,3211.28,False
spend,2023-03-29,paid_search,3560.65,False
spend,2023-03-29,affiliate,1296.39,False
spend,2023-03-29,tv,2506.51,False
spend,2023-03-29,email,572.94,False
spend,2023-03-29,display,1915.25,False
spend,2023-03-29,paid_social,2948.31,False
spend,2023-03-30,paid_search,3827.11,False
spend,2023-03-30,affiliate,1149.34,False
spend,2023-03-30,tv,2342.42,False
spend,2023-03-30,email,658.58,False
spend,2023-03-30,display,1962.68,False
spend,2023-03-30,paid_social,2950.25,False
spend,2023-03-31,paid_search,3893.99,False
spend,2023-03-31,affiliate,1323.4,False
spend,2023-03-31,tv,2379.09,False
spend,2023-03-31,email,562.87,False
spend,2023-03-31,display,1898.96,False
spend,2023-03-31,paid_social,3282.25,False
spend,2023-04-01,paid_search,3915.66,False
spend,2023-04-01,affiliate,1176.67,False
spend,2023-04-01,tv,2429.87,False
spend,2023-04-01,email,662.46,False
spend,2023-04-01,display,1726.27,False
spend,2023-04-01,paid_social,3291.15,False
spend,2023-04-02,paid_search,3573.44,False
spend,2023-04-02,affiliate,1267.73,False
spend,2023-04-02,tv,2382.11,False
spend,2023-04-02,email,581.78,False
spend,2023-04-02,display,1821.2,False
spend,2023-04-02,paid_social,3091.93,False
spend,2023-04-03,paid_search,3586.7,False
spend,2023-04-03,affiliate,1176.71,False
spend,2023-04-03,tv,2386.21,False
spend,2023-04-03,email,658.11,False
spend,2023-04-03,display,1925.97,False
spend,2023-04-03,paid_social,3116.31,False
spend,2023-04-04,paid_search,3974.1,False
spend,2023-04-04,affiliate,1194.55,False
spend,2023-04-04,tv,2332.64,False
spend,2023-04-04,email,599.48,False
spend,2023-04-04,display,1902.1,False
spend,2023-04-04,paid_social,2952.53,False
spend,2023-04-05,paid_search,3566.22,False
spend,2023-04-05,affiliate,1239.29,False
spend,2023-04-05,tv,2295.32,False
spend,2023-04-05,email,614.56,False
spend,2023-04-05,display,1943.29,False
spend,2023-04-05,paid_social,3117.07,False
spend,2023-04-06,paid_search,3436.2,False
spend,2023-04-06,affiliate,1298.69,False
spend,2023-04-06,tv,2457.1,False
spend,2023-04-06,email,608.79,False
spend,2023-04-06,display,1871.18,False
spend,2023-04-06,paid_social,3181.55,False
spend,2023-04-07,paid_search,3481.41,False
spend,2023-04-07,affiliate,1137.58,False
spend,2023-04-07,tv,2649.06,False
spend,2023-04-07,email,615.29,False
spend,2023-04-07,display,1956.17,False
spend,2023-04-07,paid_social,3235.05,False
spend,2023-04-08,paid_search,3420.65,False
spend,2023-04-08,affiliate,1149.2,False
spend,2023-04-08,tv,2400.98,False
spend,2023-04-08,email,612.82,False
spend,2023-04-08,display,1807.45,False
spend,2023-04-08,paid_social,2997.77,False
spend,2023-04-09,paid_search,3419.78,False
spend,2023-04-09,affiliate,1232.34,False
spend,2023-04-09,tv,2374.48,False
spend,2023-04-09,email,588.86,False
spend,2023-04-09,display,1754.89,False
spend,2023-04-09,paid_social,3276.82,False
spend,2023-04-10,paid_search,3878.32,False
spend,2023-04-10,affiliate,1267.19,False
spend,2023-04-10,tv,2638.12,False
spend,2023-04-10,email,572.26,False
spend,2023-04-10,display,1721.95,False
spend,2023-04-10,paid_social,3093.48,False
spend,2023-04-11,paid_search,3788.52,False
spend,2023-04-11,affiliate,1310.76,False
spend,2023-04-11,tv,2478.37,False
spend,2023-04-11,email,657.58,False
spend,2023-04-11,display,1814.65,False
spend,2023-04-11,paid_social,3224.24,False
spend,2023-04-12,paid_search,3731.35,False
spend,2023-04-12,affiliate,1202.78,False
spend,2023-04-12,tv,2256.17,False
spend,2023-04-12,email,576.71,False
spend,2023-04-12,display,1986.79,False
spend,2023-04-12,paid_social,2885.97,False
spend,2023-04-13,paid_search,3916.39,False
spend,2023-04-13,affiliate,1293.0,False
spend,2023-04-13,tv,2557.31,False
spend,2023-04-13,email,620.72,False
spend,2023-04-13,display,1939.52,False
spend,2023-04-13,paid_social,2830.96,False
spend,2023-04-14,paid_search,3454.63,False
spend,2023-04-14,affiliate,1216.08,False
spend,2023-04-14,tv,2288.25,False
spend,2023-04-14,email,589.64,False
spend,2023-04-14,display,1733.15,False
spend,2023-04-14,paid_social,3286.18,False
spend,2023-04-15,paid_search,3551.97,False
spend,2023-04-15,affiliate,1224.5,False
spend,2023-04-15,tv,2422.16,False
spend,2023-04-15,email,657.05,False
spend,2023-04-15,display,1907.1,False
spend,2023-04-15,paid_social,3008.79,False
spend,2023-04-16,paid_search,3375.95,False
spend,2023-04-16,affiliate,1270.42,False
spend,2023-04-16,tv,2637.03,False
spend,2023-04-16,email,567.03,False
spend,2023-04-16,display,1804.28,False
spend,2023-04-16,paid_social,3032.06,False
spend,2023-04-17,paid_search,3566.2,False
spend,2023-04-17,affiliate,1254.14,False
spend,2023-04-17,tv,2398.85,False
spend,2023-04-17,email,571.58,False
spend,2023-04-17,display,1955.67,False
spend,2023-04-17,paid_social,3075.85,False
spend,2023-04-18,paid_search,3836.65,False
spend,2023-04-18,affiliate,1249.41,False
spend,2023-04-18,tv,2446.78,False
spend,2023-04-18,email,621.0,False
spend,2023-04-18,display,1689.94,False
spend,2023-04-18,paid_social,3152.23,False
spend,2023-04-19,paid_search,3726.42,False
spend,2023-04-19,affiliate,1218.02,False
spend,2023-04-19,tv,2630.41,False
spend,2023-04-19,email,634.01,False
spend,2023-04-19,display,1774.99,False
spend,2023-04-19,paid_social,2988.24,False
spend,2023-04-20,paid_search,3730.94,False
spend,2023-04-20,affiliate,1291.58,False
spend,2023-04-20,tv,2284.02,False
spend,2023-04-20,email,655.86,False
spend,2023-04-20,display,1776.73,False
spend,2023-04-20,paid_social,2839.05,False
spend,2023-04-21,paid_search,3930.35,False
spend,2023-04-21,affiliate,1201.04,False
spend,2023-04-21,tv,2560.36,False
spend,2023-04-21,email,584.72,False
spend,2023-04-21,display,1723.58,False
spend,2023-04-21,paid_social,2958.18,False
spend,2023-04-22,paid_search,3783.25,False
spend,2023-04-22,affiliate,1126.02,False
spend,2023-04-22,tv,2351.16,False
spend,2023-04-22,email,601.49,False
spend,2023-04-22,display,1696.13,False
spend,2023-04-22,paid_social,2957.0,False
spend,2023-04-23,paid_search,3566.32,False
spend,2023-04-23,affiliate,1261.33,False
spend,2023-04-23,tv,2474.11,False
spend,2023-04-23,email,603.66,False
spend,2023-04-23,display,1967.41,False
spend,2023-04-23,paid_social,3230.03,False
spend,2023-04-24,paid_search,3750.84,False
spend,2023-04-24,affiliate,1185.84,False
spend,2023-04-24,tv,2360.53,False
spend,2023-04-24,email,584.96,False
spend,2023-04-24,display,1715.52,False
spend,2023-04-24,paid_social,2849.44,False
spend,2023-04-25,paid_search,3745.06,False
spend,2023-04-25,affiliate,1234.55,False
spend,2023-04-25,tv,2277.12,False
spend,2023-04-25,email,607.94,False
spend,2023-04-25,display,1796.58,False
spend,2023-04-25,paid_social,2870.84,False
spend,2023-04-26,paid_search,3646.66,False
spend,2023-04-26,affiliate,1266.63,False
spend,2023-04-26,tv,2443.96,False
spend,2023-04-26,email,640.98,False
spend,2023-04-26,display,1780.37,False
spend,2023-04-26,paid_social,2928.89,False
spend,2023-04-27,paid_search,3623.23,False
spend,2023-04-27,affiliate,1151.34,False
spend,2023-04-27,tv,2438.41,False
spend,2023-04-27,email,655.51,False
spend,2023-04-27,display,1673.02,False
spend,2023-04-27,paid_social,3027.16,False
spend,2023-04-28,paid_search,3337.83,False
spend,2023-04-28,affiliate,1250.54,False
spend,2023-04-28,tv,2310.67,False
spend,2023-04-28,email,602.21,False
spend,2023-04-28,display,1907.19,False
spend,2023-04-28,paid_social,3252.16,False
spend,2023-04-29,paid_search,3399.41,False
spend,2023-04-29,affiliate,1117.9,False
spend,2023-04-29,tv,2371.31,False
spend,2023-04-29,email,581.48,False
spend,2023-04-29,display,1702.94,False
spend,2023-04-29,paid_social,3216.15,False
spend,2023-04-30,paid_search,3744.9,False
spend,2023-04-30,affiliate,1208.79,False
spend,2023-04-30,tv,2411.67,False
spend,2023-04-30,email,612.85,False
spend,2023-04-30,display,1957.62,False
spend,2023-04-30,paid_social,3024.56,False
spend,2023-05-01,paid_search,3654.58,False
spend,2023-05-01,affiliate,1215.36,False
spend,2023-05-01,tv,2246.87,False
spend,2023-05-01,email,553.84,False
spend,2023-05-01,display,1738.75,False
spend,2023-05-01,paid_social,3199.89,False
spend,2023-05-02,paid_search,3610.17,False
spend,2023-05-02,affiliate,1187.41,False
spend,2023-05-02,tv,2505.74,False
spend,2023-05-02,email,629.31,False
spend,2023-05-02,display,1887.15,False
spend,2023-05-02,paid_social,2878.41,False
spend,2023-05-03,paid_search,3764.42,False
spend,2023-05-03,affiliate,1131.87,False
spend,2023-05-03,tv,2479.26,False
spend,2023-05-03,email,637.17,False
spend,2023-05-03,display,1667.59,False
spend,2023-05-03,paid_social,2930.16,False
spend,2023-05-04,paid_search,3475.12,False
spend,2023-05-04,affiliate,1173.72,False
spend,2023-05-04,tv,2236.01,False
spend,2023-05-04,email,560.89,False
spend,2023-05-04,display,1686.2,False
spend,2023-05-04,paid_social,2964.58,False
spend,2023-05-05,paid_search,3636.88,False
spend,2023-05-05,affiliate,1267.71,False
spend,2023-05-05,tv,2412.5,False
spend,2023-05-05,email,609.88,False
spend,2023-05-05,display,1755.49,False
spend,2023-05-05,paid_social,2969.75,False
spend,2023-05-06,paid_search,3887.73,False
spend,2023-05-06,affiliate,1150.07,False
spend,2023-05-06,tv,2237.99,False
spend,2023-05-06,email,625.0,False
spend,2023-05-06,display,1707.6,False
spend,2023-05-06,paid_social,3169.47,False
spend,2023-05-07,paid_search,3735.76,False
spend,2023-05-07,affiliate,1129.63,False
spend,2023-05-07,tv,2306.48,False
spend,2023-05-07,email,586.0,False
spend,2023-05-07,display,1798.89,False
spend,2023-05-07,paid_social,3093.22,False
spend,2023-05-08,paid_search,3737.44,False
spend,2023-05-08,affiliate,1115.83,False
spend,2023-05-08,tv,2233.59,False
spend,2023-05-08,email,552.49,False
spend,2023-05-08,display,1665.51,False
spend,2023-05-08,paid_social,3072.42,False
spend,2023-05-09,paid_search,3502.52,False
spend,2023-05-09,affiliate,1216.58,False
spend,2023-05-09,tv,2468.67,False
spend,2023-05-09,email,600.82,False
spend,2023-05-09,display,1821.52,False
spend,2023-05-09,paid_social,2780.86,False
spend,2023-05-10,paid_search,3661.53,False
spend,2023-05-10,affiliate,1274.06,False
spend,2023-05-10,tv,2188.34,False
spend,2023-05-10,email,551.35,False
spend,2023-05-10,display,1783.31,False
spend,2023-05-10,paid_social,2908.06,False
spend,2023-05-11,paid_search,3307.96,False
spend,2023-05-11,affiliate,1158.34,False
spend,2023-05-11,tv,2548.47,False
spend,2023-05-11,email,573.81,False
spend,2023-05-11,display,1903.49,False
spend,2023-05-11,paid_social,3055.22,False
spend,2023-05-12,paid_search,3617.68,False
spend,2023-05-12,affiliate,1196.72,False
spend,2023-05-12,tv,2221.15,False
spend,2023-05-12,email,584.36,False
spend,2023-05-12,display,1793.72,False
spend,2023-05-12,paid_social,3178.45,False
spend,2023-05-13,paid_search,3678.48,False
spend,2023-05-13,affiliate,1220.16,False
spend,2023-05-13,tv,2510.17,False
spend,2023-05-13,email,582.16,False
spend,2023-05-13,display,1649.46,False
spend,2023-05-13,paid_social,2954.94,False
spend,2023-05-14,paid_search,3648.82,False
spend,2023-05-14,affiliate,1249.63,False
spend,2023-05-14,tv,2562.69,False
spend,2023-05-14,email,561.81,False
spend,2023-05-14,display,1686.54,False
spend,2023-05-14,paid_social,2885.01,False
spend,2023-05-15,paid_search,3288.52,False
spend,2023-05-15,affiliate,1263.87,False
spend,2023-05-15,tv,2374.99,False
spend,2023-05-15,email,549.63,False
spend,2023-05-15,display,1790.03,False
spend,2023-05-15,paid_social,2765.62,False
spend,2023-05-16,paid_search,3789.64,False
spend,2023-05-16,affiliate,1236.33,False
spend,2023-05-16,tv,2179.35,False
spend,2023-05-16,email,611.98,False
spend,2023-05-16,display,1849.18,False
spend,2023-05-16,paid_social,2711.7,False
spend,2023-05-17,paid_search,3256.08,False
spend,2023-05-17,affiliate,1146.72,False
spend,2023-05-17,tv,2331.85,False
spend,2023-05-17,email,556.17,False
spend,2023-05-17,display,1716.44,False
spend,2023-05-17,paid_social,3176.71,False
spend,2023-05-18,paid_search,3297.43,False
spend,2023-05-18,affiliate,1200.75,False
spend,2023-05-18,tv,2226.86,False
spend,2023-05-18,email,619.65,False
spend,2023-05-18,display,1739.71,False
spend,2023-05-18,paid_social,3028.29,False
spend,2023-05-19,paid_search,3651.23,False
spend,2023-05-19,affiliate,1092.88,False
spend,2023-05-19,tv,2233.38,False
spend,2023-05-19,email,600.18,False
spend,2023-05-19,display,1645.04,False
spend,2023-05-19,paid_social,3071.73,False
spend,2023-05-20,paid_search,3314.32,False
spend,2023-05-20,affiliate,1202.17,False
spend,2023-05-20,tv,2202.29,False
spend,2023-05-20,email,601.86,False
spend,2023-05-20,display,1857.48,False
spend,2023-05-20,paid_social,3096.3,False
spend,2023-05-21,paid_search,3388.27,False
spend,2023-05-21,affiliate,1266.75,False
spend,2023-05-21,tv,2517.46,False
spend,2023-05-21,email,541.3,False
spend,2023-05-21,display,1864.45,False
spend,2023-05-21,paid_social,2680.71,False
spend,2023-05-22,paid_search,3354.2,False
spend,2023-05-22,affiliate,1142.26,False
spend,2023-05-22,tv,2514.87,False
spend,2023-05-22,email,586.4,False
spend,2023-05-22,display,1767.51,False
spend,2023-05-22,paid_social,2869.79,False
spend,2023-05-23,paid_search,3627.43,False
spend,2023-05-23,affiliate,1098.92,False
spend,2023-05-23,tv,2487.91,False
spend,2023-05-23,email,540.56,False
spend,2023-05-23,display,1654.14,False
spend,2023-05-23,paid_social,3117.92,False
spend,2023-05-24,paid_search,3272.56,False
spend,2023-05-24,affiliate,1169.32,False
spend,2023-05-24,tv,2247.24,False
spend,2023-05-24,email,587.76,False
spend,2023-05-24,display,1676.14,False
spend,2023-05-24,paid_social,2784.47,False
spend,2023-05-25,paid_search,3670.8,False
spend,2023-05-25,affiliate,1237.2,False
spend,2023-05-25,tv,2170.45,False
spend,2023-05-25,email,583.71,False
spend,2023-05-25,display,1865.1,False
spend,2023-05-25,paid_social,2980.61,False
spend,2023-05-26,paid_search,3339.89,False
spend,2023-05-26,affiliate,1098.59,False
spend,2023-05-26,tv,2319.37,False
spend,2023-05-26,email,600.45,False
spend,2023-05-26,display,1814.39,False
spend,2023-05-26,paid_social,2776.67,False
spend,2023-05-27,paid_search,3690.77,False
spend,2023-05-27,affiliate,1203.77,False
spend,2023-05-27,tv,2173.54,False
spend,2023-05-27,email,534.77,False
spend,2023-05-27,display,1836.14,False
spend,2023-05-27,paid_social,2718.91,False
spend,2023-05-28,paid_search,3686.59,False
spend,2023-05-28,affiliate,1099.23,False
spend,2023-05-28,tv,2305.1,False
spend,2023-05-28,email,609.65,False
spend,2023-05-28,display,1827.31,False
spend,2023-05-28,paid_social,2746.82,False
spend,2023-05-29,paid_search,3748.02,False
spend,2023-05-29,affiliate,1190.2,False
spend,2023-05-29,tv,2326.37,False
spend,2023-05-29,email,589.31,False
spend,2023-05-29,display,1703.64,False
spend,2023-05-29,paid_social,2964.74,False
spend,2023-05-30,paid_search,3662.29,False
spend,2023-05-30,affiliate,1235.58,False
spend,2023-05-30,tv,2110.21,False
spend,2023-05-30,email,540.22,False
spend,2023-05-30,display,1851.59,False
spend,2023-05-30,paid_social,2736.83,False
spend,2023-05-31,paid_search,3350.02,False
spend,2023-05-31,affiliate,1235.56,False
spend,2023-05-31,tv,2338.15,False
spend,2023-05-31,email,561.78,False
spend,2023-05-31,display,1582.98,False
spend,2023-05-31,paid_social,3041.56,False
spend,2023-06-01,paid_search,3698.15,False
spend,2023-06-01,affiliate,1183.02,False
spend,2023-06-01,tv,2454.42,False
spend,2023-06-01,email,563.38,False
spend,2023-06-01,display,1673.29,False
spend,2023-06-01,paid_social,2972.27,False
spend,2023-06-02,paid_search,3251.08,False
spend,2023-06-02,affiliate,1112.72,False
spend,2023-06-02,tv,2288.16,False
spend,2023-06-02,email,613.63,False
spend,2023-06-02,display,1575.96,False
spend,2023-06-02,paid_social,2771.56,False
spend,2023-06-03,paid_search,3299.31,False
spend,2023-06-03,affiliate,1065.39,False
spend,2023-06-03,tv,2197.49,False
spend,2023-06-03,email,519.27,False
spend,2023-06-03,display,1745.57,False
spend,2023-06-03,paid_social,2876.71,False
spend,2023-06-04,paid_search,3325.07,False
spend,2023-06-04,affiliate,1223.41,False
spend,2023-06-04,tv,2436.16,False
spend,2023-06-04,email,562.78,False
spend,2023-06-04,display,1822.45,False
spend,2023-06-04,paid_social,2871.89,False
spend,2023-06-05,paid_search,3537.31,False
spend,2023-06-05,affiliate,1198.01,False
spend,2023-06-05,tv,2206.9,False
spend,2023-06-05,email,561.21,False
spend,2023-06-05,display,1722.27,False
spend,2023-06-05,paid_social,2791.84,False
spend,2023-06-06,paid_search,3551.54,False
spend,2023-06-06,affiliate,1135.74,False
spend,2023-06-06,tv,2107.18,False
spend,2023-06-06,email,519.04,False
spend,2023-06-06,display,1625.0,False
spend,2023-06-06,paid_social,2916.34,False
spend,2023-06-07,paid_search,3127.84,False
spend,2023-06-07,affiliate,1183.06,False
spend,2023-06-07,tv,2382.82,False
spend,2023-06-07,email,566.76,False
spend,2023-06-07,display,1834.75,False
spend,2023-06-07,paid_social,2652.48,False
spend,2023-06-08,paid_search,3418.75,False
spend,2023-06-08,affiliate,1132.79,False
spend,2023-06-08,tv,2063.14,False
spend,2023-06-08,email,601.23,False
spend,2023-06-08,display,1608.98,False
spend,2023-06-08,paid_social,2961.73,False
spend,2023-06-09,paid_search,3189.21,False
spend,2023-06-09,affiliate,1127.59,False
spend,2023-06-09,tv,2101.61,False
spend,2023-06-09,email,537.71,False
spend,2023-06-09,display,1810.62,False
spend,2023-06-09,paid_social,2840.85,False
spend,2023-06-10,paid_search,3287.99,False
spend,2023-06-10,affiliate,1135.57,False
spend,2023-06-10,tv,2038.83,False
spend,2023-06-10,email,547.23,False
spend,2023-06-10,display,1765.9,False
spend,2023-06-10,paid_social,2756.27,False
spend,2023-06-11,paid_search,3183.27,False
spend,2023-06-11,affiliate,1173.43,False
spend,2023-06-11,tv,2205.87,False
spend,2023-06-11,email,515.77,False
spend,2023-06-11,display,1577.47,False
spend,2023-06-11,paid_social,3015.16,False
spend,2023-06-12,paid_search,3192.39,False
spend,2023-06-12,affiliate,1143.7,False
spend,2023-06-12,tv,2383.71,False
spend,2023-06-12,email,589.7,False
spend,2023-06-12,display,1640.2,False
spend,2023-06-12,paid_social,2779.48,False
spend,2023-06-13,paid_search,3044.81,False
spend,2023-06-13,affiliate,1170.84,False
spend,2023-06-13,tv,2070.14,False
spend,2023-06-13,email,555.68,False
spend,2023-06-13,display,1579.16,False
spend,2023-06-13,paid_social,2849.31,False
spend,2023-06-14,paid_search,3226.19,False
spend,2023-06-14,affiliate,1044.02,False
spend,2023-06-14,tv,2401.61,False
spend,2023-06-14,email,587.06,False
spend,2023-06-14,display,1550.34,False
spend,2023-06-14,paid_social,2947.44,False
spend,2023-06-15,paid_search,3371.3,False
spend,2023-06-15,affiliate,1149.38,False
spend,2023-06-15,tv,2073.56,False
spend,2023-06-15,email,539.16,False
spend,2023-06-15,display,1576.3,False
spend,2023-06-15,paid_social,2870.91,False
spend,2023-06-16,paid_search,3477.09,False
spend,2023-06-16,affiliate,1091.33,False
spend,2023-06-16,tv,2255.62,False
spend,2023-06-16,email,514.02,False
spend,2023-06-16,display,1716.29,False
spend,2023-06-16,paid_social,2801.32,False
spend,2023-06-17,paid_search,3352.72,False
spend,2023-06-17,affiliate,1068.14,False
spend,2023-06-17,tv,2233.65,False
spend,2023-06-17,email,593.89,False
spend,2023-06-17,display,1508.48,False
spend,2023-06-17,paid_social,2937.94,False
spend,2023-06-18,paid_search,3173.74,False
spend,2023-06-18,affiliate,1189.44,False
spend,2023-06-18,tv,2154.21,False
spend,2023-06-18,email,538.8,False
spend,2023-06-18,display,1762.94,False
spend,2023-06-18,paid_social,2576.87,False
spend,2023-06-19,paid_search,3168.55,False
spend,2023-06-19,affiliate,1035.46,False
spend,2023-06-19,tv,2007.07,False
spend,2023-06-19,email,509.62,False
spend,2023-06-19,display,1670.89,False
spend,2023-06-19,paid_social,2954.4,False
spend,2023-06-20,paid_search,3066.06,False
spend,2023-06-20,affiliate,1156.1,False
spend,2023-06-20,tv,2234.22,False
spend,2023-06-20,email,527.43,False
spend,2023-06-20,display,1576.08,False
spend,2023-06-20,paid_social,2920.45,False
spend,2023-06-21,paid_search,3152.18,False
spend,2023-06-21,affiliate,1036.47,False
spend,2023-06-21,tv,2090.65,False
spend,2023-06-21,email,511.82,False
spend,2023-06-21,display,1512.81,False
spend,2023-06-21,paid_social,2733.9,False
spend,2023-06-22,paid_search,3337.08,False
spend,2023-06-22,affiliate,1159.35,False
spend,2023-06-22,tv,1990.51,False
spend,2023-06-22,email,581.73,False
spend,2023-06-22,display,1764.92,False
spend,2023-06-22,paid_social,2519.0,False
spend,2023-06-23,paid_search,3489.12,False
spend,2023-06-23,affiliate,1029.6,False
spend,2023-06-23,tv,2027.5,False
spend,2023-06-23,email,500.27,False
spend,2023-06-23,display,1522.8,False
spend,2023-06-23,paid_social,2529.8,False
spend,2023-06-24,paid_search,3444.37,False
spend,2023-06-24,affiliate,1030.75,False
spend,2023-06-24,tv,2184.11,False
spend,2023-06-24,email,505.57,False
spend,2023-06-24,display,1722.71,False
spend,2023-06-24,paid_social,2880.96,False
spend,2023-06-25,paid_search,3077.29,False
spend,2023-06-25,affiliate,994.17,False
spend,2023-06-25,tv,2147.58,False
spend,2023-06-25,email,533.98,False
spend,2023-06-25,display,1474.13,False
spend,2023-06-25,paid_social,2684.42,False
spend,2023-06-26,paid_search,3292.19,False
spend,2023-06-26,affiliate,1109.11,False
spend,2023-06-26,tv,2004.74,False
spend,2023-06-26,email,570.15,False
spend,2023-06-26,display,1670.57,False
spend,2023-06-26,paid_social,2455.26,False
spend,2023-06-27,paid_search,3169.85,False
spend,2023-06-27,affiliate,1157.7,False
spend,2023-06-27,tv,2216.63,False
spend,2023-06-27,email,568.4,False
spend,2023-06-27,display,1562.28,False
spend,2023-06-27,paid_social,2709.5,False
spend,2023-06-28,paid_search,3416.8,False
spend,2023-06-28,affiliate,1067.09,False
spend,2023-06-28,tv,2013.25,False
spend,2023-06-28,email,557.11,False
spend,2023-06-28,display,1585.99,False
spend,2023-06-28,paid_social,2423.81,False
spend,2023-06-29,paid_search,3014.98,False
spend,2023-06-29,affiliate,1020.78,False
spend,2023-06-29,tv,2287.67,False
spend,2023-06-29,email,513.74,False
spend,2023-06-29,display,1570.07,False
spend,2023-06-29,paid_social,2465.57,False
spend,2023-06-30,paid_search,3015.22,False
spend,2023-06-30,affiliate,986.73,False
spend,2023-06-30,tv,2185.86,False
spend,2023-06-30,email,497.82,False
spend,2023-06-30,display,1639.62,False
spend,2023-06-30,paid_social,2885.57,False
spend,2023-07-01,paid_search,3376.7,False
spend,2023-07-01,affiliate,990.85,False
spend,2023-07-01,tv,2015.7,False
spend,2023-07-01,email,541.62,False
spend,2023-07-01,display,1716.84,False
spend,2023-07-01,paid_social,2830.05,False
spend,2023-07-02,paid_search,3303.19,False
spend,2023-07-02,affiliate,1040.18,False
spend,2023-07-02,tv,1932.35,False
spend,2023-07-02,email,533.88,False
spend,2023-07-02,display,1545.5,False
spend,2023-07-02,paid_social,2466.86,False
spend,2023-07-03,paid_search,3328.05,False
spend,2023-07-03,affiliate,998.09,False
spend,2023-07-03,tv,2110.57,False
spend,2023-07-03,email,527.73,False
spend,2023-07-03,display,1421.93,False
spend,2023-07-03,paid_social,2488.21,False
spend,2023-07-04,paid_search,3002.05,False
spend,2023-07-04,affiliate,1131.91,False
spend,2023-07-04,tv,2033.06,False
spend,2023-07-04,email,568.3,False
spend,2023-07-04,display,1432.88,False
spend,2023-07-04,paid_social,2852.21,False
spend,2023-07-05,paid_search,2951.91,False
spend,2023-07-05,affiliate,1069.2,False
spend,2023-07-05,tv,2138.22,False
spend,2023-07-05,email,555.16,False
spend,2023-07-05,display,1673.51,False
spend,2023-07-05,paid_social,2370.29,False
spend,2023-07-06,paid_search,3100.61,False
spend,2023-07-06,affiliate,1056.0,False
spend,2023-07-06,tv,1993.23,False
spend,2023-07-06,email,532.68,False
spend,2023-07-06,display,1500.74,False
spend,2023-07-06,paid_social,2425.12,False
spend,2023-07-07,paid_search,3020.54,False
spend,2023-07-07,affiliate,973.89,False
spend,2023-07-07,tv,2113.43,False
spend,2023-07-07,email,505.47,False
spend,2023-07-07,display,1623.65,False
spend,2023-07-07,paid_social,2534.1,False
spend,2023-07-08,paid_search,3385.03,False
spend,2023-07-08,affiliate,1037.89,False
spend,2023-07-08,tv,1940.37,False
spend,2023-07-08,email,539.23,False
spend,2023-07-08,display,1516.74,False
spend,2023-07-08,paid_social,2820.81,False
spend,2023-07-09,paid_search,2868.73,False
spend,2023-07-09,affiliate,968.64,False
spend,2023-07-09,tv,1984.03,False
spend,2023-07-09,email,502.38,False
spend,2023-07-09,display,1403.32,False
spend,2023-07-09,paid_social,2655.2,False
spend,2023-07-10,paid_search,2914.24,False
spend,2023-07-10,affiliate,1080.34,False
spend,2023-07-10,tv,1945.01,False
spend,2023-07-10,email,462.19,False
spend,2023-07-10,display,1590.05,False
spend,2023-07-10,paid_social,2766.6,False
spend,2023-07-11,paid_search,3236.41,False
spend,2023-07-11,affiliate,1085.18,False
spend,2023-07-11,tv,1930.1,False
spend,2023-07-11,email,524.92,False
spend,2023-07-11,display,1395.4,False
spend,2023-07-11,paid_social,2414.47,False
spend,2023-07-12,paid_search,2845.11,False
spend,2023-07-12,affiliate,919.25,False
spend,2023-07-12,tv,1884.36,False
spend,2023-07-12,email,484.39,False
spend,2023-07-12,display,1669.49,False
spend,2023-07-12,paid_social,2774.95,False
spend,2023-07-13,paid_search,2806.54,False
spend,2023-07-13,affiliate,1093.51,False
spend,2023-07-13,tv,1998.74,False
spend,2023-07-13,email,551.87,False
spend,2023-07-13,display,1448.37,False
spend,2023-07-13,paid_social,2467.98,False
spend,2023-07-14,paid_search,2919.46,False
spend,2023-07-14,affiliate,970.19,False
spend,2023-07-14,tv,1927.51,False
spend,2023-07-14,email,492.1,False
spend,2023-07-14,display,1640.95,False
spend,2023-07-14,paid_social,2549.97,False
spend,2023-07-15,paid_search,2969.96,False
spend,2023-07-15,affiliate,969.2,False
spend,2023-07-15,tv,2201.04,False
spend,2023-07-15,email,487.63,False
spend,2023-07-15,display,1408.29,False
spend,2023-07-15,paid_social,2511.31,False
spend,2023-07-16,paid_search,2717.49,False
spend,2023-07-16,affiliate,995.2,False
spend,2023-07-16,tv,1929.85,False
spend,2023-07-16,email,551.19,False
spend,2023-07-16,display,1536.3,False
spend,2023-07-16,paid_social,2487.77,False
spend,2023-07-17,paid_search,2940.8,False
spend,2023-07-17,affiliate,1013.44,False
spend,2023-07-17,tv,1879.75,False
spend,2023-07-17,email,539.38,False
spend,2023-07-17,display,1455.93,False
spend,2023-07-17,paid_social,2426.64,False
spend,2023-07-18,paid_search,2968.89,False
spend,2023-07-18,affiliate,1086.52,False
spend,2023-07-18,tv,2007.22,False
spend,2023-07-18,email,521.78,False
spend,2023-07-18,display,1371.98,False
spend,2023-07-18,paid_social,2323.85,False
spend,2023-07-19,paid_search,3171.72,False
